,Unnamed: 0,id_turma,discente,unidade,nota,reposicao,media_final,numero_total_faltas,descricao
6699,406095,1239537,d5b6a9bd6d773f925067353c53e8e8b1,3.0,4.69999981,f,5.0,14.0,APROVADO POR NOTA
6701,406097,1239537,df3fe5fa65b9246dccb1efe743607b21,2.0,0.0,f,0.2,82.0,REPROVADO POR MÉDIA E POR FALTAS
6702,406098,1239537,df3fe5fa65b9246dccb1efe743607b21,1.0,0.5,f,0.2,82.0,REPROVADO POR MÉDIA E POR FALTAS
6703,406099,1239537,df3fe5fa65b9246dccb1efe743607b21,3.0,0.0,f,0.2,82.0,REPROVADO POR MÉDIA E POR FALTAS
6709,406105,1239537,c6e6b75a1e8fb3912dc281802313a782,1.0,3.0999999,t,6.0,14.0,APROVADO POR NOTA
6710,406106,1239537,c6e6b75a1e8fb3912dc281802313a782,2.0,6.0,f,6.0,14.0,APROVADO POR NOTA
6711,406107,1239537,c6e6b75a1e8fb3912dc281802313a782,3.0,4.30000019,f,6.0,14.0,APROVADO POR NOTA
6717,406113,1239537,e8810e17a2760e325d660f94083ebc3c,1.0,2.5,f,2.2,20.0,REPROVADO
6718,406114,1239537,e8810e17a2760e325d660f94083ebc3c,2.0,4.0999998999999985,f,2.2,20.0,REPROVADO
6719,406115,1239537,e8810e17a2760e325d660f94083ebc3c,3.0,0.0,f,2.2,20.0,REPROVADO
6724,406120,1239537,c248439e3e71ac44fd460e8a10e22d00,3.0,3.5999999,f,3.6,4.0,REPROVADO
6725,406121,1239537,c248439e3e71ac44fd460e8a10e22d00,1.0,1.20000005,t,3.6,4.0,REPROVADO
6726,406122,1239537,c248439e3e71ac44fd460e8a10e22d00,2.0,4.30000019,f,3.6,4.0,REPROVADO
6728,406124,1239537,6a70ede0992cec29bc1d4290ebdc1a6c,1.0,1.5,t,6.2,2.0,APROVADO POR NOTA
6729,406125,1239537,6a70ede0992cec29bc1d4290ebdc1a6c,2.0,5.5999999,f,6.2,2.0,APROVADO POR NOTA
6730,406126,1239537,6a70ede0992cec29bc1d4290ebdc1a6c,3.0,5.5999999,f,6.2,2.0,APROVADO POR NOTA
6742,406138,1239537,9f2893d97c3dc2cf63f5501959e73bed,2.0,8.60000038,f,5.8,12.0,APROVADO POR NOTA
6743,406139,1239537,9f2893d97c3dc2cf63f5501959e73bed,3.0,4.0,f,5.8,12.0,APROVADO POR NOTA
6744,406140,1239537,9f2893d97c3dc2cf63f5501959e73bed,1.0,4.9000001,f,5.8,12.0,APROVADO POR NOTA
6745,406141,1239537,677491eaf0e78c5d7d3272d90da5ead4,2.0,7.400000099999999,f,3.8,45.0,REPROVADO POR MÉDIA E POR FALTAS
6746,406142,1239537,677491eaf0e78c5d7d3272d90da5ead4,3.0,0.0,f,3.8,45.0,REPROVADO POR MÉDIA E POR FALTAS
6747,406143,1239537,677491eaf0e78c5d7d3272d90da5ead4,1.0,4.0999998999999985,f,3.8,45.0,REPROVADO POR MÉDIA E POR FALTAS
6748,406144,1239537,49f2cf9cba9f712bc1ffeddd47b8907f,2.0,6.5,f,6.3,8.0,APROVADO POR NOTA
6749,406145,1239537,49f2cf9cba9f712bc1ffeddd47b8907f,3.0,5.30000019,f,6.3,8.0,APROVADO POR NOTA
6750,406146,1239537,49f2cf9cba9f712bc1ffeddd47b8907f,1.0,2.79999995,t,6.3,8.0,APROVADO POR NOTA
6751,406147,1239537,cbe40ea1cb2d08a912937532829ea391,1.0,1.79999995,f,0.9,26.0,REPROVADO
6752,406148,1239537,cbe40ea1cb2d08a912937532829ea391,2.0,1.0,f,0.9,26.0,REPROVADO
6753,406149,1239537,cbe40ea1cb2d08a912937532829ea391,3.0,0.0,f,0.9,26.0,REPROVADO
6755,841628,1239537,735bbfb6f7ab46b58f900d62a6e3cf26,1.0,2.5,t,5.4,3.0,APROVADO POR NOTA
6756,841629,1239537,735bbfb6f7ab46b58f900d62a6e3cf26,2.0,7.5,f,5.4,3.0,APROVADO POR NOTA
6757,841630,1239537,735bbfb6f7ab46b58f900d62a6e3cf26,3.0,3.70000005,f,5.4,3.0,APROVADO POR NOTA
6761,841634,1239537,520429428d98dac9b5c94168677d77bd,2.0,2.20000005,f,0.9,10.0,REPROVADO
6762,841635,1239537,520429428d98dac9b5c94168677d77bd,3.0,0.0,f,0.9,10.0,REPROVADO
6763,841636,1239537,520429428d98dac9b5c94168677d77bd,1.0,0.5,f,0.9,10.0,REPROVADO
6767,841640,1239537,00451143ff85cced810a59ae7dcc61e6,1.0,4.0,f,6.0,8.0,APROVADO POR NOTA
6768,841641,1239537,00451143ff85cced810a59ae7dcc61e6,2.0,7.0,f,6.0,8.0,APROVADO POR NOTA
6769,841642,1239537,00451143ff85cced810a59ae7dcc61e6,3.0,6.900000099999999,f,6.0,8.0,APROVADO POR NOTA
6770,841643,1239537,b06b391213ef9e3897598dec729ae710,1.0,6.900000099999999,f,6.7,21.0,APROVADO POR NOTA
6771,841644,1239537,b06b391213ef9e3897598dec729ae710,2.0,6.19999981,f,6.7,21.0,APROVADO POR NOTA
6772,841645,1239537,b06b391213ef9e3897598dec729ae710,3.0,6.900000099999999,f,6.7,21.0,APROVADO POR NOTA
6774,841647,1239537,0b94a8805eba989f442796ed60e1899b,1.0,3.0,t,5.0,22.0,APROVADO POR NOTA
6775,841648,1239537,0b94a8805eba989f442796ed60e1899b,2.0,4.69999981,f,5.0,22.0,APROVADO POR NOTA
6776,841649,1239537,0b94a8805eba989f442796ed60e1899b,3.0,4.30000019,f,5.0,22.0,APROVADO POR NOTA
6778,841651,1239537,3ea6014229950687516f0fd7e7a7e275,1.0,5.69999981,f,5.7,8.0,APROVADO POR NOTA
6779,841652,1239537,3ea6014229950687516f0fd7e7a7e275,2.0,5.80000019,f,5.7,8.0,APROVADO POR NOTA
6780,841653,1239537,3ea6014229950687516f0fd7e7a7e275,3.0,5.5999999,f,5.7,8.0,APROVADO POR NOTA
6782,841655,1239537,35f9ba7dde13df073f06e0d822f1702e,3.0,0.0,f,0.0,108.0,REPROVADO POR MÉDIA E POR FALTAS
6783,841656,1239537,35f9ba7dde13df073f06e0d822f1702e,1.0,0.0,f,0.0,108.0,REPROVADO POR MÉDIA E POR FALTAS
6784,841657,1239537,35f9ba7dde13df073f06e0d822f1702e,2.0,0.0,f,0.0,108.0,REPROVADO POR MÉDIA E POR FALTAS
6789,841662,1239537,b7dce797724a9752f9c76abc1ab2e269,1.0,3.5,f,5.0,24.0,APROVADO POR NOTA
6790,841663,1239537,b7dce797724a9752f9c76abc1ab2e269,2.0,6.30000019,f,5.0,24.0,APROVADO POR NOTA
6791,841664,1239537,b7dce797724a9752f9c76abc1ab2e269,3.0,5.0999999,f,5.0,24.0,APROVADO POR NOTA
6798,841671,1239537,64643cedb489d1f1c79849ae3d5b4835,1.0,1.29999995,f,0.4,21.0,REPROVADO
6799,841672,1239537,64643cedb489d1f1c79849ae3d5b4835,2.0,0.0,f,0.4,21.0,REPROVADO
6800,841673,1239537,64643cedb489d1f1c79849ae3d5b4835,3.0,0.0,f,0.4,21.0,REPROVADO
6802,841675,1239537,3bfc72453ade08f822bb299ae199db21,1.0,0.699999988,f,0.2,62.0,REPROVADO POR MÉDIA E POR FALTAS
6803,841676,1239537,3bfc72453ade08f822bb299ae199db21,2.0,0.0,f,0.2,62.0,REPROVADO POR MÉDIA E POR FALTAS
6804,841677,1239537,3bfc72453ade08f822bb299ae199db21,3.0,0.0,f,0.2,62.0,REPROVADO POR MÉDIA E POR FALTAS
6807,841680,1239537,f59c7673d9a33ed201ee68798b80304d,1.0,1.0,f,0.3,76.0,REPROVADO POR MÉDIA E POR FALTAS
6808,841681,1239537,f59c7673d9a33ed201ee68798b80304d,2.0,0.0,f,0.3,76.0,REPROVADO POR MÉDIA E POR FALTAS
6809,841682,1239537,f59c7673d9a33ed201ee68798b80304d,3.0,0.0,f,0.3,76.0,REPROVADO POR MÉDIA E POR FALTAS
6813,841686,1239537,7a69539ac36db2d7ac503e47975f3034,1.0,1.29999995,t,5.0,16.0,APROVADO POR NOTA
6814,841687,1239537,7a69539ac36db2d7ac503e47975f3034,2.0,2.70000005,f,5.0,16.0,APROVADO POR NOTA
6815,841688,1239537,7a69539ac36db2d7ac503e47975f3034,3.0,4.9000001,f,5.0,16.0,APROVADO POR NOTA
6816,841689,1239537,94f27183387ba163815ccb077b676073,1.0,3.0,f,5.8,28.0,APROVADO
6817,841690,1239537,94f27183387ba163815ccb077b676073,2.0,7.0,f,5.8,28.0,APROVADO
6818,841691,1239537,94f27183387ba163815ccb077b676073,3.0,7.30000019,f,5.8,28.0,APROVADO
6819,841692,1239537,b6cc911edff95b0ec029e398a63b3bd5,1.0,7.0,f,7.5,12.0,APROVADO
6820,841693,1239537,b6cc911edff95b0ec029e398a63b3bd5,2.0,6.4000001,f,7.5,12.0,APROVADO
6821,841694,1239537,b6cc911edff95b0ec029e398a63b3bd5,3.0,9.19999981,f,7.5,12.0,APROVADO
6822,841695,1239537,c1eb33600b39680017365449468fab9f,1.0,4.0,f,6.8,0.0,APROVADO POR NOTA
6823,841696,1239537,c1eb33600b39680017365449468fab9f,2.0,9.80000019,f,6.8,0.0,APROVADO POR NOTA
6824,841697,1239537,c1eb33600b39680017365449468fab9f,3.0,6.599999900000001,f,6.8,0.0,APROVADO POR NOTA
6825,841698,1239537,1286821dee33ad4c8c3048282848f6e5,1.0,5.9000001,f,5.6,0.0,APROVADO POR NOTA
6826,841699,1239537,1286821dee33ad4c8c3048282848f6e5,2.0,6.599999900000001,f,5.6,0.0,APROVADO POR NOTA
6827,841700,1239537,1286821dee33ad4c8c3048282848f6e5,3.0,4.30000019,f,5.6,0.0,APROVADO POR NOTA
6830,841703,1239537,212bde07a1ba6bc28727ceb5d9663bbb,3.0,4.80000019,f,5.2,8.0,APROVADO POR NOTA
6831,841704,1239537,212bde07a1ba6bc28727ceb5d9663bbb,2.0,7.900000099999999,f,5.2,8.0,APROVADO POR NOTA
6832,841705,1239537,212bde07a1ba6bc28727ceb5d9663bbb,1.0,3.0,f,5.2,8.0,APROVADO POR NOTA
6834,380130,1239541,a682f2beb315b67438ce66dcadd140e8,2.0,4.5,f,6.2,16.0,APROVADO POR NOTA
6835,380131,1239541,a682f2beb315b67438ce66dcadd140e8,3.0,6.0,f,6.2,16.0,APROVADO POR NOTA
6836,380132,1239541,a682f2beb315b67438ce66dcadd140e8,1.0,4.0,t,6.2,16.0,APROVADO POR NOTA
6837,380133,1239541,abaac7a4a42d03417f81b1455442607a,3.0,0.0,f,1.5,16.0,REPROVADO
6838,380134,1239541,abaac7a4a42d03417f81b1455442607a,1.0,1.5,f,1.5,16.0,REPROVADO
6839,380135,1239541,abaac7a4a42d03417f81b1455442607a,2.0,3.0,f,1.5,16.0,REPROVADO
6840,380136,1239541,f380da65a5783f0c58f9e48599e0a184,1.0,6.5,f,5.7,14.0,APROVADO POR NOTA
6841,380137,1239541,f380da65a5783f0c58f9e48599e0a184,2.0,6.0,f,5.7,14.0,APROVADO POR NOTA
6842,380138,1239541,f380da65a5783f0c58f9e48599e0a184,3.0,4.5,f,5.7,14.0,APROVADO POR NOTA
6844,380140,1239541,83729736aa539851727de8ecb2c3529a,1.0,5.0,f,5.7,16.0,APROVADO POR NOTA
6845,380141,1239541,83729736aa539851727de8ecb2c3529a,2.0,2.0,t,5.7,16.0,APROVADO POR NOTA
6846,380142,1239541,83729736aa539851727de8ecb2c3529a,3.0,8.5,f,5.7,16.0,APROVADO POR NOTA
6851,380147,1239541,3797d070ee3c0d06f8ca9e32d970dc0e,3.0,6.5,f,6.3,16.0,APROVADO POR NOTA
6852,380148,1239541,3797d070ee3c0d06f8ca9e32d970dc0e,1.0,7.5,f,6.3,16.0,APROVADO POR NOTA
6853,380149,1239541,3797d070ee3c0d06f8ca9e32d970dc0e,2.0,5.0,f,6.3,16.0,APROVADO POR NOTA
6855,380151,1239541,35e2507cc2ed396f7078879369b27286,3.0,4.5,f,2.5,6.0,REPROVADO
6856,380152,1239541,35e2507cc2ed396f7078879369b27286,2.0,2.0,f,2.5,6.0,REPROVADO
6857,380153,1239541,35e2507cc2ed396f7078879369b27286,1.0,1.0,f,2.5,6.0,REPROVADO
6858,380154,1239541,c64950466f754a7a5656d1968f33c8fc,2.0,5.0,f,4.2,8.0,REPROVADO
6859,380155,1239541,c64950466f754a7a5656d1968f33c8fc,3.0,4.0,f,4.2,8.0,REPROVADO
6860,380156,1239541,c64950466f754a7a5656d1968f33c8fc,1.0,3.5,f,4.2,8.0,REPROVADO
6862,380158,1239541,30327d430572d0c720dcd1682a39c361,1.0,0.0,f,0.8,20.0,REPROVADO
6863,380159,1239541,30327d430572d0c720dcd1682a39c361,2.0,2.5,f,0.8,20.0,REPROVADO
6864,380160,1239541,30327d430572d0c720dcd1682a39c361,3.0,0.0,f,0.8,20.0,REPROVADO
6866,380162,1239541,5a5d94d46b85d1bec85b6a0b0a0b826b,1.0,4.0,f,5.2,15.0,APROVADO POR NOTA
6867,380163,1239541,5a5d94d46b85d1bec85b6a0b0a0b826b,2.0,5.0,f,5.2,15.0,APROVADO POR NOTA
6868,380164,1239541,5a5d94d46b85d1bec85b6a0b0a0b826b,3.0,1.5,t,5.2,15.0,APROVADO POR NOTA
6874,380170,1239541,dfc0b8035c1c5931710e65e92d91aa30,2.0,2.0,f,2.0,24.0,REPROVADO
6875,380171,1239541,dfc0b8035c1c5931710e65e92d91aa30,3.0,0.0,f,2.0,24.0,REPROVADO
6876,380172,1239541,dfc0b8035c1c5931710e65e92d91aa30,1.0,4.0,f,2.0,24.0,REPROVADO
6879,380175,1239541,fa1619c9583ee340b04ee8175182fc0f,1.0,6.0,f,5.0,6.0,APROVADO POR NOTA
6880,380176,1239541,fa1619c9583ee340b04ee8175182fc0f,2.0,4.0,f,5.0,6.0,APROVADO POR NOTA
6881,380177,1239541,fa1619c9583ee340b04ee8175182fc0f,3.0,5.0,f,5.0,6.0,APROVADO POR NOTA
6882,380178,1239541,27a9c6b2119adf77210b723e9cbda680,3.0,0.0,f,1.5,16.0,REPROVADO
6883,380179,1239541,27a9c6b2119adf77210b723e9cbda680,1.0,1.5,f,1.5,16.0,REPROVADO
6884,380180,1239541,27a9c6b2119adf77210b723e9cbda680,2.0,3.0,f,1.5,16.0,REPROVADO
6885,380181,1239541,480a730ca3e8657e4d203f06d6baaae1,1.0,4.0,f,5.8,2.0,APROVADO POR NOTA
6886,380182,1239541,480a730ca3e8657e4d203f06d6baaae1,2.0,4.0,t,5.8,2.0,APROVADO POR NOTA
6887,380183,1239541,480a730ca3e8657e4d203f06d6baaae1,3.0,6.5,f,5.8,2.0,APROVADO POR NOTA
6890,380186,1239541,643c9220efb15461041ff2d9323d6794,1.0,0.0,f,0.0,42.0,REPROVADO POR MÉDIA E POR FALTAS
6891,380187,1239541,643c9220efb15461041ff2d9323d6794,2.0,0.0,f,0.0,42.0,REPROVADO POR MÉDIA E POR FALTAS
6892,380188,1239541,643c9220efb15461041ff2d9323d6794,3.0,0.0,f,0.0,42.0,REPROVADO POR MÉDIA E POR FALTAS
6893,380189,1239541,f70b08f89d9e930b8da3d111c60ec6cf,1.0,0.0,f,1.0,18.0,REPROVADO
6894,380190,1239541,f70b08f89d9e930b8da3d111c60ec6cf,2.0,3.0,f,1.0,18.0,REPROVADO
6895,380191,1239541,f70b08f89d9e930b8da3d111c60ec6cf,3.0,0.0,f,1.0,18.0,REPROVADO
6898,380194,1239541,d4e047d2df4d181e5395b78df93f9811,1.0,1.0,f,2.0,16.0,REPROVADO
6899,380195,1239541,d4e047d2df4d181e5395b78df93f9811,2.0,3.5,f,2.0,16.0,REPROVADO
6900,380196,1239541,d4e047d2df4d181e5395b78df93f9811,3.0,1.5,f,2.0,16.0,REPROVADO
6904,380200,1239541,263337877cb5bbfb246858ae2ca2108e,1.0,0.0,f,0.0,20.0,REPROVADO
6905,380201,1239541,263337877cb5bbfb246858ae2ca2108e,2.0,0.0,f,0.0,20.0,REPROVADO
6906,380202,1239541,263337877cb5bbfb246858ae2ca2108e,3.0,0.0,f,0.0,20.0,REPROVADO
6910,380206,1239541,4786ee006b177a4effef45521b7bd94f,3.0,4.0,f,5.0,6.0,APROVADO POR NOTA
6911,380207,1239541,4786ee006b177a4effef45521b7bd94f,1.0,7.0,f,5.0,6.0,APROVADO POR NOTA
6912,380208,1239541,4786ee006b177a4effef45521b7bd94f,2.0,4.0,f,5.0,6.0,APROVADO POR NOTA
6913,380209,1239541,2849447e693afb0816767beb8dc0a942,1.0,4.0,f,5.0,16.0,APROVADO POR NOTA
6914,380210,1239541,2849447e693afb0816767beb8dc0a942,2.0,4.5,f,5.0,16.0,APROVADO POR NOTA
6915,380211,1239541,2849447e693afb0816767beb8dc0a942,3.0,6.5,f,5.0,16.0,APROVADO POR NOTA
6921,815699,1239541,738ebc6d7bd6c58acd2364c0c262e500,1.0,8.30000019,f,7.3,0.0,APROVADO
6922,815700,1239541,738ebc6d7bd6c58acd2364c0c262e500,2.0,8.5,f,7.3,0.0,APROVADO
6923,815701,1239541,738ebc6d7bd6c58acd2364c0c262e500,3.0,5.0,f,7.3,0.0,APROVADO
6924,815702,1239541,81b3bf9f2b3b99b358a853e77c69d338,2.0,4.5,f,5.7,16.0,APROVADO POR NOTA
6925,815703,1239541,81b3bf9f2b3b99b358a853e77c69d338,3.0,5.5,f,5.7,16.0,APROVADO POR NOTA
6926,815704,1239541,81b3bf9f2b3b99b358a853e77c69d338,1.0,7.0,f,5.7,16.0,APROVADO POR NOTA
6928,815706,1239541,a7aeb59e1b92828f2ec3bd5cb467ff1f,1.0,0.0,t,5.7,2.0,APROVADO POR NOTA
6929,815707,1239541,a7aeb59e1b92828f2ec3bd5cb467ff1f,2.0,6.5,f,5.7,2.0,APROVADO POR NOTA
6930,815708,1239541,a7aeb59e1b92828f2ec3bd5cb467ff1f,3.0,6.0,f,5.7,2.0,APROVADO POR NOTA
6931,815709,1239541,16bcf9f32c941fa63a6b0ae2cb03fdcf,1.0,4.0,f,6.3,2.0,APROVADO POR NOTA
6932,815710,1239541,16bcf9f32c941fa63a6b0ae2cb03fdcf,2.0,8.0,f,6.3,2.0,APROVADO POR NOTA
6933,815711,1239541,16bcf9f32c941fa63a6b0ae2cb03fdcf,3.0,7.0,f,6.3,2.0,APROVADO POR NOTA
6934,815712,1239541,a0a89fb407d12afefeb585fbd0232e80,3.0,6.0,f,5.5,0.0,APROVADO POR NOTA
6935,815713,1239541,a0a89fb407d12afefeb585fbd0232e80,1.0,4.0,t,5.5,0.0,APROVADO POR NOTA
6936,815714,1239541,a0a89fb407d12afefeb585fbd0232e80,2.0,4.5,f,5.5,0.0,APROVADO POR NOTA
6937,815715,1239541,d74b3e9757144bbf51198784155a6ade,3.0,6.0,f,8.7,8.0,APROVADO
6938,815716,1239541,d74b3e9757144bbf51198784155a6ade,1.0,10.0,f,8.7,8.0,APROVADO
6939,815717,1239541,d74b3e9757144bbf51198784155a6ade,2.0,10.0,f,8.7,8.0,APROVADO
6940,815718,1239541,09c576ebed33d3a813eabe6d34f29efc,1.0,5.0,f,6.0,2.0,APROVADO POR NOTA
6941,815719,1239541,09c576ebed33d3a813eabe6d34f29efc,2.0,6.0,f,6.0,2.0,APROVADO POR NOTA
6942,815720,1239541,09c576ebed33d3a813eabe6d34f29efc,3.0,7.0,f,6.0,2.0,APROVADO POR NOTA
6947,815725,1239541,4ca2aab5bc166799ef07328772683e6d,1.0,5.5,f,5.8,0.0,APROVADO POR NOTA
6948,815726,1239541,4ca2aab5bc166799ef07328772683e6d,2.0,5.0,f,5.8,0.0,APROVADO POR NOTA
6949,815727,1239541,4ca2aab5bc166799ef07328772683e6d,3.0,7.0,f,5.8,0.0,APROVADO POR NOTA
6951,815729,1239541,e5f2810aa63e3d1d0472a76623334c72,1.0,0.5,f,0.8,10.0,REPROVADO
6952,815730,1239541,e5f2810aa63e3d1d0472a76623334c72,2.0,2.0,f,0.8,10.0,REPROVADO
6953,815731,1239541,e5f2810aa63e3d1d0472a76623334c72,3.0,0.0,f,0.8,10.0,REPROVADO
6957,815735,1239541,cb5af6571a4fea0ecf8163f351e66725,1.0,6.0,f,2.0,38.0,REPROVADO POR MÉDIA E POR FALTAS
6958,815736,1239541,cb5af6571a4fea0ecf8163f351e66725,2.0,0.0,f,2.0,38.0,REPROVADO POR MÉDIA E POR FALTAS
6959,815737,1239541,cb5af6571a4fea0ecf8163f351e66725,3.0,0.0,f,2.0,38.0,REPROVADO POR MÉDIA E POR FALTAS
6960,815738,1239541,e6710381d0f7c28d221ffe4471686649,1.0,0.0,f,0.0,38.0,REPROVADO POR MÉDIA E POR FALTAS
6961,815739,1239541,e6710381d0f7c28d221ffe4471686649,2.0,0.0,f,0.0,38.0,REPROVADO POR MÉDIA E POR FALTAS
6962,815740,1239541,e6710381d0f7c28d221ffe4471686649,3.0,0.0,f,0.0,38.0,REPROVADO POR MÉDIA E POR FALTAS
6965,815743,1239541,006cb1efc267fad604fd1bfc5004faf3,1.0,5.5,f,5.8,18.0,APROVADO POR NOTA
6966,815744,1239541,006cb1efc267fad604fd1bfc5004faf3,2.0,1.0,t,5.8,18.0,APROVADO POR NOTA
6967,815745,1239541,006cb1efc267fad604fd1bfc5004faf3,3.0,6.0,f,5.8,18.0,APROVADO POR NOTA
6968,815746,1239541,a0a597672742f11324d64601528a0257,2.0,10.0,f,8.3,6.0,APROVADO
6969,815747,1239541,a0a597672742f11324d64601528a0257,3.0,7.0,f,8.3,6.0,APROVADO
6970,815748,1239541,a0a597672742f11324d64601528a0257,1.0,8.0,f,8.3,6.0,APROVADO
6976,815754,1239541,8686cb9f0defc9fec6c7bf5fed40bda4,1.0,1.0,f,1.2,12.0,REPROVADO
6977,815755,1239541,8686cb9f0defc9fec6c7bf5fed40bda4,2.0,0.0,f,1.2,12.0,REPROVADO
6978,815756,1239541,8686cb9f0defc9fec6c7bf5fed40bda4,3.0,2.5,f,1.2,12.0,REPROVADO
6979,815757,1239541,1769378784613a7f89344897979d8d68,1.0,0.0,f,0.0,32.0,REPROVADO POR MÉDIA E POR FALTAS
6980,815758,1239541,1769378784613a7f89344897979d8d68,2.0,0.0,f,0.0,32.0,REPROVADO POR MÉDIA E POR FALTAS
6981,815759,1239541,1769378784613a7f89344897979d8d68,3.0,0.0,f,0.0,32.0,REPROVADO POR MÉDIA E POR FALTAS
6985,815763,1239541,97f43e2dc31d79073af85501a0e41c46,1.0,0.0,f,0.0,18.0,REPROVADO
6986,815764,1239541,97f43e2dc31d79073af85501a0e41c46,2.0,0.0,f,0.0,18.0,REPROVADO
6987,815765,1239541,97f43e2dc31d79073af85501a0e41c46,3.0,0.0,f,0.0,18.0,REPROVADO
6990,815768,1239541,43698cea59f51d934a0f0e61b9d2112c,1.0,4.5,f,5.8,4.0,APROVADO POR NOTA
6991,815769,1239541,43698cea59f51d934a0f0e61b9d2112c,2.0,6.0,f,5.8,4.0,APROVADO POR NOTA
6992,815770,1239541,43698cea59f51d934a0f0e61b9d2112c,3.0,7.0,f,5.8,4.0,APROVADO POR NOTA
6994,116100,57565214,54d1c4d0930e630b849e36fbbb2d2390,1.0,7.5,f,7.5,0.0,APROVADO
6995,116101,57565214,54d1c4d0930e630b849e36fbbb2d2390,2.0,7.0,f,7.5,0.0,APROVADO
6996,116102,57565214,54d1c4d0930e630b849e36fbbb2d2390,3.0,8.0,f,7.5,0.0,APROVADO
6997,116103,57565214,6ba18d1e05888a4a618cc40de768e353,1.0,8.0,f,8.3,0.0,APROVADO
6998,116104,57565214,6ba18d1e05888a4a618cc40de768e353,2.0,8.5,f,8.3,0.0,APROVADO
6999,116105,57565214,6ba18d1e05888a4a618cc40de768e353,3.0,8.5,f,8.3,0.0,APROVADO
7000,116106,57565214,955ba10f8916207996e764ffcb355b02,1.0,6.5,f,6.5,0.0,APROVADO POR NOTA
7001,116107,57565214,955ba10f8916207996e764ffcb355b02,2.0,5.5,f,6.5,0.0,APROVADO POR NOTA
7002,116108,57565214,955ba10f8916207996e764ffcb355b02,3.0,7.5,f,6.5,0.0,APROVADO POR NOTA
7003,116109,57565214,f8fbf27b209754521cdbc40840a5a8c3,1.0,5.5,f,6.0,0.0,APROVADO POR NOTA
7004,116110,57565214,f8fbf27b209754521cdbc40840a5a8c3,2.0,5.0,f,6.0,0.0,APROVADO POR NOTA
7005,116111,57565214,f8fbf27b209754521cdbc40840a5a8c3,3.0,7.5,f,6.0,0.0,APROVADO POR NOTA
7006,116112,57565214,317b235fb6a380d0c0f009eab98b75a1,2.0,5.0,f,6.0,0.0,APROVADO POR NOTA
7007,116113,57565214,317b235fb6a380d0c0f009eab98b75a1,3.0,7.5,f,6.0,0.0,APROVADO POR NOTA
7008,116114,57565214,317b235fb6a380d0c0f009eab98b75a1,1.0,5.5,f,6.0,0.0,APROVADO POR NOTA
7009,116115,57565214,97fe348def50c5c3375b5167701c7202,1.0,8.0,f,7.3,0.0,APROVADO
7010,116116,57565214,97fe348def50c5c3375b5167701c7202,2.0,6.0,f,7.3,0.0,APROVADO
7011,116117,57565214,97fe348def50c5c3375b5167701c7202,3.0,8.0,f,7.3,0.0,APROVADO
7012,116118,57565214,982e1cd4eb21c2ae5483596c92e02a95,1.0,7.0,f,7.3,0.0,APROVADO
7013,116119,57565214,982e1cd4eb21c2ae5483596c92e02a95,3.0,7.5,f,7.3,0.0,APROVADO
7014,116120,57565214,982e1cd4eb21c2ae5483596c92e02a95,2.0,7.5,f,7.3,0.0,APROVADO
7015,116121,57565214,b433ff4854fc0247521a8d85ac933932,1.0,7.5,f,7.5,0.0,APROVADO
7016,116122,57565214,b433ff4854fc0247521a8d85ac933932,2.0,7.0,f,7.5,0.0,APROVADO
7017,116123,57565214,b433ff4854fc0247521a8d85ac933932,3.0,8.0,f,7.5,0.0,APROVADO
7018,116124,57565214,713d1e23e527993346b137af29994241,3.0,7.5,f,5.0,0.0,APROVADO POR NOTA
7019,116125,57565214,713d1e23e527993346b137af29994241,1.0,3.0,f,5.0,0.0,APROVADO POR NOTA
7020,116126,57565214,713d1e23e527993346b137af29994241,2.0,4.5,f,5.0,0.0,APROVADO POR NOTA
7021,116127,57565214,4502ef9166c14d7469243abd3dc0f70d,1.0,8.5,f,8.3,0.0,APROVADO
7022,116128,57565214,4502ef9166c14d7469243abd3dc0f70d,2.0,8.0,f,8.3,0.0,APROVADO
7023,116129,57565214,4502ef9166c14d7469243abd3dc0f70d,3.0,8.5,f,8.3,0.0,APROVADO
7024,116130,57565214,f9050ce6ad26787023581e2cc346e703,1.0,6.0,f,6.2,0.0,APROVADO POR NOTA
7025,116131,57565214,f9050ce6ad26787023581e2cc346e703,2.0,5.0,f,6.2,0.0,APROVADO POR NOTA
7026,116132,57565214,f9050ce6ad26787023581e2cc346e703,3.0,7.5,f,6.2,0.0,APROVADO POR NOTA
7028,116134,57565214,c6d91f6faa21bd207733d05e491aa0e1,1.0,7.5,f,7.5,0.0,APROVADO
7029,116135,57565214,c6d91f6faa21bd207733d05e491aa0e1,2.0,7.0,f,7.5,0.0,APROVADO
7030,116136,57565214,c6d91f6faa21bd207733d05e491aa0e1,3.0,8.0,f,7.5,0.0,APROVADO
7032,116138,57565214,7629912c85dc9e2141fe596538cf2c02,1.0,7.0,f,6.8,0.0,APROVADO POR NOTA
7033,116139,57565214,7629912c85dc9e2141fe596538cf2c02,2.0,6.5,f,6.8,0.0,APROVADO POR NOTA
7034,116140,57565214,7629912c85dc9e2141fe596538cf2c02,3.0,7.0,f,6.8,0.0,APROVADO POR NOTA
7035,116141,57565214,254ceb2461f616e3cf107788af88a348,1.0,7.0,f,7.0,0.0,APROVADO
7036,116142,57565214,254ceb2461f616e3cf107788af88a348,2.0,6.5,f,7.0,0.0,APROVADO
